Word,Fontsize,FontFamily,FontFaceStyle,Left,Top,Right,Bottom,RecognitionConfidence,Id,RegionId,LineId,imageFile
FeS,19,Helvetica,r,842,406,879,423,171,33,12,15,i_1043.jpg 
PSI,19,Helvetica,r,1075,454,1112,472,112,37,15,19,i_1043.jpg 
P700,19,Helvetica,r,1156,435,1211,453,183,38,16,20,i_1043.jpg 
bf,20,Times,i,857,518,881,537,60,39,17,21,i_1043.jpg 
Ii,47,HelveticaCentury,r,1377,498,1407,547,23,44,20,25,i_1043.jpg 
A0,5,Helvetica,r,1337,602,1341,607,70,47,20,27,i_1043.jpg 
Stroma,19,Helvetica,r,302,587,383,605,179,48,21,28,i_1043.jpg 
cytoplasm,19,Helvetica,r,302,616,435,639,198,49,21,29,i_1043.jpg 
Photolysis,33,HelveticaCentury,r,320,726,511,764,89,50,21,30,i_1043.jpg 
H20,33,HelveticaCentury,r,352,781,419,819,31,52,21,31,i_1043.jpg 
4W4ei02,33,HelveticaCentury,r,485,781,733,819,35,54,21,31,i_1043.jpg 
ATPs,33,HelveticaCentury,r,278,886,380,923,138,55,21,32,i_1043.jpg 
NADPH,33,HelveticaCentury,r,397,886,536,916,195,56,21,32,i_1043.jpg 
formed,33,HelveticaCentury,r,551,883,693,916,210,57,21,32,i_1043.jpg 
used,33,HelveticaCentury,r,710,884,798,916,211,58,21,32,i_1043.jpg 
for,33,HelveticaCentury,r,813,884,868,916,212,59,21,32,i_1043.jpg 
CO2,33,HelveticaCentury,r,882,886,952,927,140,60,21,32,i_1043.jpg 
fixation,33,HelveticaCentury,r,965,883,1112,916,203,61,21,32,i_1043.jpg 
FNR,19,Helvetica,r,1246,664,1288,682,94,62,22,33,i_1043.jpg 
2NADPH,19,Helvetica,r,1211,796,1305,813,97,64,24,35,i_1043.jpg 
3ADP,19,Helvetica,r,1313,862,1368,878,185,67,24,36,i_1043.jpg 
Oxygenic,33,HelveticaCentury,b,321,33,498,72,205,1,0,0,i_1052.jpg 
pathway,33,HelveticaCentury,b,546,31,725,72,205,3,0,0,i_1052.jpg 
Cyanobacteria,33,HelveticaCentury,b,384,97,639,135,148,5,0,1,i_1052.jpg 
PS,34,HelveticaCentury,b,917,34,958,64,100,6,1,2,i_1052.jpg 
II,34,HelveticaCentury,b,974,34,1004,71,25,7,1,2,i_1052.jpg 
water,34,HelveticaCentury,b,1019,35,1128,64,212,8,1,2,i_1052.jpg 
is,34,HelveticaCentury,b,1144,32,1168,64,204,9,1,2,i_1052.jpg 
photolyzed,34,HelveticaCentury,b,1184,31,1392,72,179,10,1,2,i_1052.jpg 
formi,34,HelveticaCentury,b,1408,31,1508,64,201,11,1,2,i_1052.jpg 
Proton,26,HelveticaCentury,b,509,187,615,213,196,12,2,3,i_1052.jpg 
Photons,19,Helvetica,b,317,235,407,253,209,14,2,4,i_1052.jpg 
hi,19,Helvetica,b,298,264,323,282,22,15,2,5,i_1052.jpg 
light,19,Helvetica,b,331,264,381,287,207,16,2,5,i_1052.jpg 
PS,34,HelveticaCentury,b,753,34,794,64,189,17,3,6,i_1052.jpg 
land,34,HelveticaCentury,b,810,31,899,64,203,18,4,7,i_1052.jpg 
2H20,19,Helvetica,b,414,271,471,296,26,19,5,8,i_1052.jpg 
4H02,19,Helvetica,b,590,269,682,294,27,20,6,9,i_1052.jpg 
ng,34,HelveticaCentury,b,1515,41,1557,72,200,21,7,10,i_1052.jpg 
Lumen,19,Helvetica,b,302,401,378,420,203,22,8,11,i_1052.jpg 
4X2W,19,Helvetica,b,785,307,871,327,36,23,9,12,i_1052.jpg 
Photons,19,Helvetica,b,1126,240,1216,258,209,25,10,13,i_1052.jpg 
QH2,19,Helvetica,b,710,336,752,360,30,26,11,14,i_1052.jpg 
pool,19,Helvetica,b,715,365,763,388,189,27,11,15,i_1052.jpg 
hi,19,Helvetica,b,1107,268,1132,286,46,28,12,16,i_1052.jpg 
light,19,Helvetica,b,1140,268,1190,291,205,29,12,16,i_1052.jpg 
FeS,19,Helvetica,b,842,406,879,423,173,30,13,17,i_1052.jpg 
Plastocyanin,19,Helvetica,b,966,344,1106,366,40,33,15,20,i_1052.jpg 
cyt,26,HelveticaCentury,b,920,406,955,429,166,35,15,21,i_1052.jpg 
Stroma,19,Helvetica,b,302,587,383,605,183,36,16,22,i_1052.jpg 
cytoplasm,19,Helvetica,b,302,616,435,639,196,37,17,23,i_1052.jpg 
PSI,19,Helvetica,b,1075,454,1112,471,135,39,19,25,i_1052.jpg 
bf,21,HelveticaCentury,i,857,518,881,537,60,41,21,27,i_1052.jpg 
Photolysis,33,HelveticaCentury,b,320,726,511,764,89,44,24,30,i_1052.jpg 
2H20,33,HelveticaCentury,b,319,781,419,819,30,45,25,31,i_1052.jpg 
twIll,43,HelveticaCentury,b,1562,450,1619,509,23,47,27,33,i_1052.jpg 
iiiiii0,44,HelveticaCentury,bi,1560,497,1614,547,32,48,27,34,i_1052.jpg 
FNR,19,Helvetica,b,1246,664,1289,682,182,50,29,36,i_1052.jpg 
ATPs,33,HelveticaCentury,b,278,886,380,923,120,54,33,40,i_1052.jpg 
NADPH,33,HelveticaCentury,b,397,886,536,916,194,55,33,40,i_1052.jpg 
formed,33,HelveticaCentury,b,551,884,693,916,210,56,33,40,i_1052.jpg 
used,33,HelveticaCentury,b,710,884,798,916,211,57,33,40,i_1052.jpg 
for,33,HelveticaCentury,b,813,884,868,916,212,58,33,40,i_1052.jpg 
For,33,HelveticaCentury,b,268,960,328,989,212,59,33,41,i_1052.jpg 
each,33,HelveticaCentury,b,342,956,431,989,211,60,33,41,i_1052.jpg 
oxygen,33,HelveticaCentury,b,446,967,582,997,211,61,33,41,i_1052.jpg 
formed,33,HelveticaCentury,b,596,956,751,989,201,62,33,41,i_1052.jpg 
2H,33,HelveticaCentury,b,268,1017,327,1047,183,63,34,42,i_1052.jpg 
2NADPH,19,Helvetica,b,1211,796,1305,813,178,64,35,43,i_1052.jpg 
CO2,33,HelveticaCentury,b,881,886,952,927,138,68,37,45,i_1052.jpg 
fixation,33,HelveticaCentury,b,965,884,1112,916,209,69,37,45,i_1052.jpg 
ADP,33,HelveticaCentury,b,674,1013,768,1055,152,73,39,47,i_1052.jpg 
3ADP,19,Helvetica,b,1313,862,1386,878,177,74,40,48,i_1052.jpg 
12W,19,Helvetica,b,1457,873,1512,895,36,77,43,51,i_1052.jpg 
NADPH,33,HelveticaCentury,b,1041,1013,1197,1055,154,80,45,53,i_1052.jpg 
Hj,34,HelveticaCentury,b,1248,1013,1304,1055,54,82,45,53,i_1052.jpg 
3ATP3H20,33,HelveticaCentury,b,1319,1017,1617,1058,26,83,46,54,i_1052.jpg 
Anaerobic,33,HelveticaCentury,b,368,43,567,75,201,1,0,0,i_1076.jpg 
Photosystem,33,HelveticaCentury,b,583,42,834,83,186,2,0,0,i_1076.jpg 
greensulfur,35,HelveticaCentury,r,886,42,1121,83,205,4,0,0,i_1076.jpg 
bacteria,35,HelveticaCentury,r,1136,42,1287,75,205,5,0,0,i_1076.jpg 
Chiorobia,35,HelveticaCentury,i,1304,41,1513,83,100,6,0,0,i_1076.jpg 
NADPH,33,HelveticaCentury,b,397,379,525,407,199,8,0,1,i_1076.jpg 
formed,33,HelveticaCentury,b,539,377,669,407,210,9,0,1,i_1076.jpg 
used,33,HelveticaCentury,b,684,377,766,407,211,10,0,1,i_1076.jpg 
for,33,HelveticaCentury,b,779,377,830,407,210,11,0,1,i_1076.jpg 
biosynthesis,33,HelveticaCentury,b,844,377,1075,415,206,12,0,1,i_1076.jpg 
can,33,HelveticaCentury,b,1090,385,1148,407,211,13,0,1,i_1076.jpg 
generate,33,HelveticaCentury,b,1162,380,1319,415,210,14,0,1,i_1076.jpg 
proton,33,HelveticaCentury,b,1366,380,1485,415,211,16,0,1,i_1076.jpg 
gradient,33,HelveticaCentury,b,395,431,544,468,211,17,0,2,i_1076.jpg 
with,33,HelveticaCentury,b,557,431,635,460,201,18,0,2,i_1076.jpg 
PS,33,HelveticaCentury,b,650,432,690,460,206,19,0,2,i_1076.jpg 
and,33,HelveticaCentury,b,725,431,789,460,214,21,0,2,i_1076.jpg 
use,33,HelveticaCentury,b,804,440,863,460,211,22,0,2,i_1076.jpg 
for,33,HelveticaCentury,b,875,431,927,460,211,23,0,2,i_1076.jpg 
ATP,33,HelveticaCentury,b,938,432,1004,460,200,24,0,2,i_1076.jpg 
formation,33,HelveticaCentury,b,1016,431,1195,460,209,25,0,2,i_1076.jpg 
Photosystem,21,HelveticaCentury,b,290,503,437,528,163,26,1,3,i_1076.jpg 
Ev,18,Helvetica,bi,300,552,337,570,51,28,1,4,i_1076.jpg 
Ev,18,Helvetica,bi,935,552,972,571,53,31,3,7,i_1076.jpg 
PS,21,HelveticaCentury,b,1026,532,1057,551,74,37,4,13,i_1076.jpg 
reaction,21,HelveticaCentury,b,1080,532,1186,551,202,39,4,13,i_1076.jpg 
center,21,HelveticaCentury,b,1194,534,1275,550,210,40,4,13,i_1076.jpg 
bacteria,15,Helvetica,b,361,654,431,669,155,42,5,15,i_1076.jpg 
PSI,15,Helvetica,b,361,678,391,692,54,43,5,16,i_1076.jpg 
hi,15,Helvetica,b,363,796,381,809,33,46,5,19,i_1076.jpg 
tight,15,Helvetica,b,363,817,398,834,122,47,5,20,i_1076.jpg 
Ferredoxin,16,Helvetica,r,651,647,740,662,36,48,6,21,i_1076.jpg 
Ferredoxin,16,Helvetica,r,713,686,802,701,85,49,6,22,i_1076.jpg 
NAD,16,Helvetica,r,713,709,750,724,82,50,6,23,i_1076.jpg 
reductase,17,Helvetica,r,763,709,845,724,148,51,6,23,i_1076.jpg 
S2H,15,Helvetica,b,1122,576,1180,590,38,52,7,24,i_1076.jpg 
by,15,Helvetica,b,1264,569,1286,583,175,53,7,24,i_1076.jpg 
2HNAD,16,Helvetica,r,616,799,738,813,31,55,9,26,i_1076.jpg 
NADH,16,Helvetica,r,744,799,793,813,196,56,9,26,i_1076.jpg 
NADP,16,Helvetica,r,647,820,708,838,35,58,9,27,i_1076.jpg 
NADPH,16,Helvetica,r,746,822,812,839,49,60,9,27,i_1076.jpg 
NAD,16,Helvetica,r,852,772,903,788,55,61,10,28,i_1076.jpg 
NADH,16,Helvetica,r,852,797,901,811,115,62,10,29,i_1076.jpg 
Bchl,16,Times,r,489,902,523,917,45,64,11,30,i_1076.jpg 
P840,15,Times,r,489,926,529,940,173,65,11,31,i_1076.jpg 
Lumen,15,Helvetica,b,1529,672,1593,685,194,66,12,32,i_1076.jpg 
cycle,17,Helvetica,r,640,902,685,923,203,67,13,33,i_1076.jpg 
per,17,Helvetica,r,691,907,721,923,210,68,13,33,i_1076.jpg 
Cytc,17,Helvetica,r,457,959,495,978,72,69,14,34,i_1076.jpg 
NADP4,16,Helvetica,r,641,928,702,947,32,71,15,36,i_1076.jpg 
NADPH,16,Helvetica,r,736,931,802,946,120,73,15,36,i_1076.jpg 
FNR,15,Helvetica,b,1371,954,1409,968,100,74,16,37,i_1076.jpg 
2NADP,15,Helvetica,b,1198,1023,1264,1037,59,75,17,38,i_1076.jpg 
2H4,15,Helvetica,b,1295,1021,1329,1037,32,77,17,38,i_1076.jpg 
H2A,16,Helvetica,r,355,1032,389,1055,32,78,18,39,i_1076.jpg 
H2S,15,Helvetica,b,416,1032,453,1055,29,80,18,39,i_1076.jpg 
succinate,16,Helvetica,r,491,1032,581,1050,67,82,18,39,i_1076.jpg 
etc,16,Helvetica,r,587,1035,619,1048,201,83,18,39,i_1076.jpg 
2NADPH,15,Helvetica,b,1352,1051,1432,1064,79,84,19,40,i_1076.jpg 
Oxygenic,33,HelveticaCentury,r,321,33,498,72,211,1,0,0,i_1078.jpg 
pathway,33,HelveticaCentury,r,546,31,725,72,205,3,0,0,i_1078.jpg 
Cyanobacteria,33,HelveticaCentury,r,384,97,639,135,148,5,0,1,i_1078.jpg 
PS,34,HelveticaCentury,r,753,34,794,64,103,6,1,2,i_1078.jpg 
and,34,HelveticaCentury,r,832,31,899,64,212,8,2,3,i_1078.jpg 
PS,34,HelveticaCentury,r,917,34,958,64,193,9,2,3,i_1078.jpg 
II,34,HelveticaCentury,r,974,34,1004,71,25,10,2,3,i_1078.jpg 
water,34,HelveticaCentury,r,1019,35,1128,64,212,11,2,3,i_1078.jpg 
is,34,HelveticaCentury,r,1144,32,1168,64,204,12,2,3,i_1078.jpg 
photolyzed,34,HelveticaCentury,r,1184,31,1392,72,173,13,2,3,i_1078.jpg 
forming,34,HelveticaCentury,r,1408,31,1557,72,211,14,2,3,i_1078.jpg 
Photons,19,Helvetica,r,317,235,407,253,209,17,3,4,i_1078.jpg 
hi,19,Helvetica,r,298,264,323,282,22,18,3,5,i_1078.jpg 
light,19,Helvetica,r,331,264,381,287,207,19,3,5,i_1078.jpg 
2H20,19,Helvetica,r,414,271,471,296,30,20,3,5,i_1078.jpg 
Lumen,19,Helvetica,r,302,402,378,420,201,21,3,6,i_1078.jpg 
Stroma,19,Helvetica,r,302,587,383,605,179,22,4,7,i_1078.jpg 
cytoplasm,19,Helvetica,r,302,616,435,639,198,23,4,8,i_1078.jpg 
Photolysis,33,HelveticaCentury,r,320,726,511,764,89,24,5,9,i_1078.jpg 
2H20,33,HelveticaCentury,r,319,781,419,819,31,25,6,10,i_1078.jpg 
Proton,27,HelveticaCentury,r,509,187,615,213,204,28,8,12,i_1078.jpg 
4W02,19,Helvetica,r,589,267,682,294,27,29,8,13,i_1078.jpg 
4X2W,19,Helvetica,r,785,307,871,327,35,30,9,14,i_1078.jpg 
QH2,19,Helvetica,r,710,336,752,360,27,31,10,15,i_1078.jpg 
pool,19,Helvetica,r,715,365,763,388,189,32,10,16,i_1078.jpg 
FeS,19,Helvetica,r,842,406,879,423,171,33,11,17,i_1078.jpg 
Plastocyanin,19,Helvetica,r,966,344,1106,366,40,36,13,20,i_1078.jpg 
bf,21,HelveticaCentury,i,857,518,881,537,60,37,14,21,i_1078.jpg 
Oxygenic,32,HelveticaCentury,r,392,51,532,87,211,0,0,0,i_1079.jpg 
photosynthesis,32,HelveticaCentury,r,543,50,779,87,210,1,0,0,i_1079.jpg 
cya,32,HelveticaCentury,r,791,49,850,87,151,2,0,0,i_1079.jpg 
nobacteria,32,HelveticaCentury,r,855,49,1031,87,134,3,0,0,i_1079.jpg 
H20PS2PS1NADP,32,HelveticaCentury,r,1052,48,1378,91,30,4,0,0,i_1079.jpg 
e1,32,HelveticaCentury,r,964,146,992,167,71,6,2,2,i_1079.jpg 
photo,32,HelveticaCentury,r,296,629,386,666,207,7,3,3,i_1079.jpg 
Lightd,48,HelveticaCentury,r,287,910,460,967,44,9,3,5,i_1079.jpg 
riven,48,HelveticaCentury,r,468,910,595,955,211,10,3,5,i_1079.jpg 
oxidation,48,HelveticaCentury,r,318,987,561,1032,207,11,3,6,i_1079.jpg 
H20,48,HelveticaCentury,r,709,900,808,957,28,12,4,7,i_1079.jpg 
P52,48,HelveticaCentury,r,906,900,996,944,185,13,5,8,i_1079.jpg 
4PS1,48,HelveticaCentury,r,1018,896,1168,944,52,14,5,8,i_1079.jpg 
CO,48,HelveticaCentury,r,1442,524,1494,562,196,16,7,10,i_1079.jpg 
fixation,45,HelveticaCentury,r,1522,521,1664,562,211,17,7,10,i_1079.jpg 
NA,24,HelveticaCentury,r,1073,233,1111,261,153,23,12,16,i_1079.jpg 
hg,32,HelveticaCentury,r,326,441,365,476,39,24,13,17,i_1079.jpg 
Light,32,HelveticaCentury,r,1136,476,1208,512,183,27,16,20,i_1079.jpg 
ATP,32,HelveticaCentury,r,641,597,697,625,201,28,17,21,i_1079.jpg 
TP,32,HelveticaCentury,r,661,649,697,676,193,30,17,22,i_1079.jpg 
formation,32,HelveticaCentury,r,708,647,862,676,210,31,17,22,i_1079.jpg 
qi,57,HelveticaCentury,r,1448,871,1530,961,40,34,20,25,i_1079.jpg 
Oxygenic,33,HelveticaCentury,r,321,33,498,72,211,1,0,0,i_1101.jpg 
pathway,33,HelveticaCentury,r,546,31,725,72,205,3,0,0,i_1101.jpg 
PS,33,HelveticaCentury,r,753,34,794,64,127,4,0,0,i_1101.jpg 
and,34,HelveticaCentury,r,832,31,899,64,212,6,0,0,i_1101.jpg 
PS,34,HelveticaCentury,r,917,34,958,64,193,7,0,0,i_1101.jpg 
II,34,HelveticaCentury,r,974,34,1004,71,25,8,0,0,i_1101.jpg 
water,34,HelveticaCentury,r,1019,35,1128,64,211,9,0,0,i_1101.jpg 
is,34,HelveticaCentury,r,1144,32,1168,64,208,10,0,0,i_1101.jpg 
photolyzed,34,HelveticaCentury,r,1184,31,1392,72,170,11,0,0,i_1101.jpg 
forming,34,HelveticaCentury,r,1408,31,1557,72,204,12,0,0,i_1101.jpg 
Cyanobacteria,33,HelveticaCentury,r,384,97,639,135,167,14,0,1,i_1101.jpg 
Anaerobic,30,HelveticaCentury,b,368,43,567,75,201,1,0,0,i_1102.jpg 
Photosystem,30,HelveticaCentury,b,583,42,834,83,186,2,0,0,i_1102.jpg 
greensulfur,35,HelveticaCentury,r,886,42,1121,83,205,4,0,0,i_1102.jpg 
bacteria,35,HelveticaCentury,r,1136,42,1287,75,205,5,0,0,i_1102.jpg 
Chiorobia,35,HelveticaCentury,i,1304,41,1513,83,100,6,0,0,i_1102.jpg 
NADPH,30,HelveticaCentury,b,397,379,525,407,197,8,0,1,i_1102.jpg 
formed,30,HelveticaCentury,b,539,377,669,407,210,9,0,1,i_1102.jpg 
used,30,HelveticaCentury,b,684,377,766,407,211,10,0,1,i_1102.jpg 
for,30,HelveticaCentury,b,779,377,830,407,210,11,0,1,i_1102.jpg 
biosynthesis,30,HelveticaCentury,b,844,377,1075,415,206,12,0,1,i_1102.jpg 
can,30,HelveticaCentury,b,1090,385,1148,407,211,13,0,1,i_1102.jpg 
generate,30,HelveticaCentury,b,1162,380,1319,415,212,14,0,1,i_1102.jpg 
proton,30,HelveticaCentury,b,1366,380,1485,415,211,16,0,1,i_1102.jpg 
gradient,30,HelveticaCentury,b,395,431,544,469,211,17,0,2,i_1102.jpg 
with,30,HelveticaCentury,b,557,431,635,460,212,18,0,2,i_1102.jpg 
PS,30,HelveticaCentury,b,650,432,690,460,206,19,0,2,i_1102.jpg 
and,30,HelveticaCentury,b,725,431,789,460,212,21,0,2,i_1102.jpg 
use,30,HelveticaCentury,b,804,440,863,460,211,22,0,2,i_1102.jpg 
for,30,HelveticaCentury,b,875,431,927,460,213,23,0,2,i_1102.jpg 
ATP,30,HelveticaCentury,b,938,432,1004,460,202,24,0,2,i_1102.jpg 
formation1,30,HelveticaCentury,b,1016,431,1195,460,212,25,0,2,i_1102.jpg 
Photosystem,21,HelveticaCentury,b,290,503,437,528,171,30,2,5,i_1102.jpg 
Ev,18,Helvetica,bi,300,552,337,570,51,32,2,6,i_1102.jpg 
bacteria,16,Helvetica,b,361,654,431,669,155,36,2,8,i_1102.jpg 
PSI,16,Helvetica,b,361,678,391,692,98,37,2,9,i_1102.jpg 
hi,16,Helvetica,b,363,796,381,809,33,40,2,12,i_1102.jpg 
light,16,Helvetica,r,363,817,398,834,172,41,2,13,i_1102.jpg 
PS,21,HelveticaCentury,b,1026,532,1057,551,74,44,3,16,i_1102.jpg 
reaction,21,HelveticaCentury,b,1080,532,1186,551,193,46,3,16,i_1102.jpg 
center,21,HelveticaCentury,b,1194,534,1275,550,208,47,3,16,i_1102.jpg 
S2H,16,Helvetica,r,1122,576,1180,590,40,48,3,17,i_1102.jpg 
by,16,Helvetica,r,1264,569,1286,583,185,49,3,17,i_1102.jpg 
light,16,Helvetica,r,1264,591,1307,609,163,50,3,18,i_1102.jpg 
H25,16,Helvetica,r,1029,659,1062,679,24,51,3,19,i_1102.jpg 
Ferredoxin,16,Helvetica,r,651,647,740,662,91,53,4,20,i_1102.jpg 
Ferredoxin,16,Helvetica,r,713,686,802,701,85,54,4,21,i_1102.jpg 
NAD,16,Helvetica,r,713,709,750,724,88,55,4,22,i_1102.jpg 
reductase,16,Helvetica,r,763,709,845,724,173,56,4,22,i_1102.jpg 
2H,16,Helvetica,r,616,799,637,813,108,57,4,23,i_1102.jpg 
NAD,16,Helvetica,r,666,799,703,813,102,59,4,23,i_1102.jpg 
NADH,16,Helvetica,r,744,799,793,813,195,61,4,23,i_1102.jpg 
NADP,16,Helvetica,r,647,822,702,838,58,64,4,24,i_1102.jpg 
NADPH,16,Helvetica,r,746,822,812,839,56,66,4,24,i_1102.jpg 
Ev,18,Helvetica,bi,935,552,972,571,53,67,5,25,i_1102.jpg 
NAD,16,Helvetica,r,852,772,903,788,25,73,6,31,i_1102.jpg 
NADH,16,Helvetica,r,852,797,901,811,126,74,6,32,i_1102.jpg 
Bchl,16,Times,r,489,902,523,917,68,76,7,33,i_1102.jpg 
P840,15,Times,r,488,926,530,940,153,77,7,34,i_1102.jpg 
Lumen,16,Helvetica,r,1529,672,1593,685,199,78,8,35,i_1102.jpg 
cycle,16,Helvetica,r,640,902,685,923,204,79,9,36,i_1102.jpg 
per,16,Helvetica,r,691,907,721,923,209,80,9,36,i_1102.jpg 
Cytc,16,Helvetica,r,457,959,495,978,72,81,10,37,i_1102.jpg 
NADPH,16,Helvetica,r,736,931,802,947,120,85,11,39,i_1102.jpg 
PSI,16,Helvetica,b,1385,697,1418,711,183,86,12,40,i_1102.jpg 
FNR,16,Helvetica,r,1371,954,1409,968,62,87,12,41,i_1102.jpg 
2NADP,16,Helvetica,b,1198,1021,1272,1037,29,88,13,42,i_1102.jpg 
2H,16,Helvetica,b,1295,1023,1320,1037,100,90,13,42,i_1102.jpg 
H2A,16,Helvetica,r,355,1032,389,1055,28,91,14,43,i_1102.jpg 
H2S,16,Helvetica,r,416,1032,453,1055,29,93,14,43,i_1102.jpg 
H2,16,Helvetica,r,459,1032,485,1055,36,94,14,43,i_1102.jpg 
succinate,16,Helvetica,r,491,1032,577,1048,186,95,14,43,i_1102.jpg 
etc,16,Helvetica,r,587,1034,619,1048,201,96,14,43,i_1102.jpg 
2NADPH,16,Helvetica,r,1352,1051,1432,1064,87,97,15,44,i_1102.jpg 
Anaerobic,34,HelveticaCentury,b,320,31,519,64,201,1,0,0,i_1212.jpg 
Photosystem,34,HelveticaCentury,b,535,31,786,72,194,2,0,0,i_1212.jpg 
II,34,HelveticaCentury,b,803,34,834,64,26,3,0,0,i_1212.jpg 
photolysis,35,HelveticaCentury,b,862,31,1054,72,94,4,0,0,i_1212.jpg 
of,35,HelveticaCentury,b,1069,31,1106,64,212,5,0,0,i_1212.jpg 
bacteriochiorophyll,35,HelveticaCentury,b,1120,31,1502,72,79,6,0,0,i_1212.jpg 
nonsulfur,35,HelveticaCentury,b,323,89,519,121,205,8,0,1,i_1212.jpg 
bacteria,35,HelveticaCentury,b,535,89,686,122,210,9,0,1,i_1212.jpg 
Rhodospirullum,35,HelveticaCentury,bi,704,88,1026,130,120,10,0,1,i_1212.jpg 
Rhodobacter,35,HelveticaCentury,bi,1044,88,1313,130,190,11,0,1,i_1212.jpg 
NADPHNADH,35,HelveticaCentury,b,323,144,594,184,177,12,0,2,i_1212.jpg 
formation,35,HelveticaCentury,b,609,145,799,178,208,13,0,2,i_1212.jpg 
via,35,HelveticaCentury,b,813,147,865,178,210,14,0,2,i_1212.jpg 
H4,18,Helvetica,b,1285,432,1310,450,115,16,1,3,i_1212.jpg 
3H4,18,Helvetica,b,1505,475,1552,493,28,17,1,4,i_1212.jpg 
Electrons,32,HelveticaCentury,b,268,1025,431,1055,206,18,2,5,i_1212.jpg 
flow,32,HelveticaCentury,b,444,1025,523,1055,212,19,2,5,i_1212.jpg 
back,32,HelveticaCentury,b,536,1025,617,1055,211,20,2,5,i_1212.jpg 
to,32,HelveticaCentury,b,629,1029,664,1055,211,21,2,5,i_1212.jpg 
bacteriochlorophyll,32,HelveticaCentury,b,679,1025,1027,1063,29,22,2,5,i_1212.jpg 
cyclic,32,HelveticaCentury,b,1105,1025,1199,1063,205,24,2,5,i_1212.jpg 
photophosphorylation,32,HelveticaCentury,b,1212,1025,1626,1063,123,25,2,5,i_1212.jpg 
cytoplasm,18,Helvetica,b,304,727,459,749,164,26,3,6,i_1212.jpg 
P511,32,HelveticaCentury,b,285,801,353,827,35,27,3,7,i_1212.jpg 
reaction,32,HelveticaCentury,b,364,800,501,827,205,28,3,7,i_1212.jpg 
center,32,HelveticaCentury,b,512,804,616,827,211,29,3,7,i_1212.jpg 
and,32,HelveticaCentury,b,625,800,687,827,211,30,3,7,i_1212.jpg 
F1F0,32,HelveticaCentury,b,698,801,765,837,32,31,3,7,i_1212.jpg 
ATP,32,HelveticaCentury,b,774,801,837,827,186,32,3,7,i_1212.jpg 
synthase,32,HelveticaCentury,b,847,800,995,834,147,33,3,7,i_1212.jpg 
Light,32,HelveticaCentury,b,268,893,352,931,180,34,3,8,i_1212.jpg 
absorbed,32,HelveticaCentury,b,365,893,531,923,211,35,3,8,i_1212.jpg 
is,32,HelveticaCentury,b,546,893,571,923,208,36,3,8,i_1212.jpg 
too,32,HelveticaCentury,b,583,896,642,923,211,37,3,8,i_1212.jpg 
low,32,HelveticaCentury,b,657,893,719,923,209,38,3,8,i_1212.jpg 
in,32,HelveticaCentury,b,733,893,762,923,211,39,3,8,i_1212.jpg 
energy,32,HelveticaCentury,b,777,902,898,931,211,40,3,8,i_1212.jpg 
nm,32,HelveticaCentury,b,1002,892,1070,931,93,42,3,8,i_1212.jpg 
to,32,HelveticaCentury,b,1083,896,1119,923,211,43,3,8,i_1212.jpg 
photolyze,32,HelveticaCentury,b,1133,893,1307,931,179,44,3,8,i_1212.jpg 
substrates,32,HelveticaCentury,b,267,947,461,983,205,45,3,9,i_1212.jpg 
use,32,HelveticaCentury,b,477,955,535,976,211,46,3,9,i_1212.jpg 
electrons,32,HelveticaCentury,b,549,947,714,976,211,47,3,9,i_1212.jpg 
from,32,HelveticaCentury,b,726,947,811,976,211,48,3,9,i_1212.jpg 
bacteriochiorophyll,32,HelveticaCentury,b,827,947,1186,985,75,49,3,9,i_1212.jpg 
PS,35,HelveticaCentury,b,883,148,924,178,62,50,4,10,i_1212.jpg 
II,35,HelveticaCentury,b,940,148,969,178,20,51,5,11,i_1212.jpg 
No,35,HelveticaCentury,b,1342,92,1392,121,208,52,6,12,i_1212.jpg 
hi,18,Helvetica,b,557,420,584,437,24,53,7,13,i_1212.jpg 
light,18,Helvetica,b,592,420,646,441,202,54,7,13,i_1212.jpg 
Lumen,18,Helvetica,b,304,524,393,541,177,55,8,14,i_1212.jpg 
PS1,18,Helvetica,b,540,495,568,511,86,56,9,15,i_1212.jpg 
ATP,18,Helvetica,b,1451,517,1496,533,191,60,11,18,i_1212.jpg 
synthesis,18,Helvetica,b,1504,516,1615,537,209,61,11,18,i_1212.jpg 
ADP,18,Helvetica,b,1343,968,1415,984,65,65,14,22,i_1212.jpg 
3H,18,Helvetica,b,1503,980,1539,996,163,66,15,23,i_1212.jpg 
ATP,18,Helvetica,b,1600,969,1647,985,181,67,15,23,i_1212.jpg 
Oxygenic,27,HelveticaCentury,r,344,44,483,76,210,0,0,0,i_1307.jpg 
photosynthesis,27,HelveticaCentury,r,494,44,728,76,210,1,0,0,i_1307.jpg 
cyanobacteria,27,HelveticaCentury,r,739,43,978,76,171,2,0,0,i_1307.jpg 
synthase,27,HelveticaCentury,r,704,528,839,560,192,7,3,4,i_1307.jpg 
H20PS2PS,27,HelveticaCentury,r,999,42,1177,79,30,8,4,5,i_1307.jpg 
1NAD,27,HelveticaCentury,r,1181,42,1282,75,101,9,4,5,i_1307.jpg 
NADP,27,HelveticaCentury,r,1183,253,1289,277,181,11,5,6,i_1307.jpg 
Light,27,HelveticaCentury,r,1131,416,1204,447,193,12,6,7,i_1307.jpg 
